time,label,value
2022-05-20,ref,17.6069372752703
2022-05-27,ref,18.5175284080609
2022-06-03,ref,20.25940688875
2022-06-10,ref,19.9019365601107
2022-06-17,ref,18.9771762801342
2022-06-24,ref,18.3597668235657
2022-07-01,ref,19.7619815989184
2022-07-08,ref,19.3053948902552
2022-07-15,ref,18.7874515187966
2022-07-22,ref,20.1440271552783
2022-07-29,ref,21.2931579343222
2022-08-05,ref,19.0880131808829
2022-08-12,ref,16.2458353462382
2022-08-19,ref,14.7325719902542
2022-08-26,ref,16.0010083317545
2022-09-02,ref,16.8635484801419
2022-09-09,ref,16.3190411459181
2022-09-16,ref,16.047052137311
2022-09-23,ref,16.1669849703232
2022-09-30,ref,18.0248422557404
2022-10-07,ref,18.101760926759
2022-10-14,ref,17.023108262824
2022-10-21,ref,16.5153437978363
2022-10-28,ref,18.52504414519
2022-11-04,ref,20.0278941745534
2022-11-11,ref,21.6150874153107
2022-11-18,ref,23.500628868593
2022-11-25,ref,23.7757872805903
2022-12-02,ref,23.3465725202311
2022-12-09,ref,23.0045481489881
2022-12-16,ref,22.8664689359018
2022-12-23,ref,22.8587557639704
2021-01-01,q1,6.38833943134002
2021-01-08,q1,5.07105086566521
2021-01-15,q1,6.16819702293049
2021-01-22,q1,8.55455765283605
2021-01-29,q1,6.38270044597416
2021-02-05,q1,8.73647997853094
2021-02-12,q1,11.2320055438088
2021-02-19,q1,11.7396929519783
2021-02-26,q1,11.7901730077677
2021-03-05,q1,8.75688264277764
2021-03-12,q1,5.18839662690484
2021-03-19,q1,3.99249939371913
2021-03-26,q1,5.15493303864073
2021-04-02,q1,2.96845373088688
2021-04-09,q1,3.98878898174358
2021-04-16,q1,5.06196489879488
2021-04-23,q1,7.41453860374336
2021-04-30,q1,11.8119116881475
2021-05-07,q1,7.34187842775081
2021-05-14,q1,6.04938334824887
2021-05-21,q1,5.00181486655822
2021-05-28,q1,8.03775962015201
2021-06-04,q1,7.36499182486242
2021-06-11,q1,5.27996926124472
2021-06-18,q1,4.12739325246545
2021-06-25,q1,7.07343796226326
2021-07-02,q1,7.17498346534195
2021-07-09,q1,6.58990397506051
2021-07-16,q1,7.38763157320572
2021-07-23,q1,9.15753593379637
2021-07-30,q1,8.93899396285096
2021-08-06,q1,9.73657296277763
2021-08-13,q1,9.08406057481979
2021-08-20,q1,10.5677322221259
2021-08-27,q1,10.8898754530491
2021-09-03,q1,10.3913035638766
2021-09-10,q1,10.8290568791555
2021-09-17,q1,10.5360951320077
2021-09-24,q1,10.5321507166809
2021-10-01,q1,12.9919144377004
2021-10-08,q1,13.5575399991508
2021-10-15,q1,12.5551164747786
2021-10-22,q1,11.2048275699212
2021-10-29,q1,10.6719743611988
2021-11-05,q1,10.5696649279209
2021-11-12,q1,9.96329532734481
2021-11-19,q1,9.70469238567165
2021-11-26,q1,9.65001861068027
2021-12-03,q1,10.8708991424373
2021-12-10,q1,12.7260594729655
2021-12-17,q1,11.4952847264536
2021-12-24,q1,8.70121819529141
2021-12-31,q1,8.32003848607985
2022-01-07,q1,10.6964654428012
2022-01-14,q1,13.2464248767067
2022-01-21,q1,13.9410680240086
2022-01-28,q1,13.2977333293547
2022-02-04,q1,13.65615019191
2022-02-11,q1,13.7946604892364
2022-02-18,q1,13.2118107365414
2022-02-25,q1,11.8641699902455
2022-03-04,q1,11.4751812077928
2022-03-11,q1,9.75813689227781
2022-03-18,q1,10.0674319658658
2022-03-25,q1,11.7749774789454
2022-04-01,q1,12.3759755822041
2022-04-08,q1,11.6300191764134
2022-04-15,q1,10.6998032429172
2022-04-22,q1,11.1324059892222
2022-04-29,q1,13.5721758984712
2022-05-06,q1,12.919009418018
2022-05-13,q1,12.1100275759628
2022-05-20,q1,12.6069372752703
2022-05-27,q1,13.5175284080609
2022-06-03,q1,15.25940688875
2022-06-10,q1,14.9019365601107
2022-06-17,q1,13.9771762801342
2022-06-24,q1,13.3597668235657
2022-07-01,q1,14.7619815989184
2022-07-08,q1,14.3053948902552
2022-07-15,q1,13.7874515187966
2022-07-22,q1,15.1440271552783
2022-07-29,q1,16.2931579343222
2022-08-05,q1,14.0880131808829
2022-08-12,q1,11.2458353462382
2022-08-19,q1,9.73257199025417
2022-08-26,q1,11.0010083317545
2022-09-02,q1,11.8635484801419
2022-09-09,q1,11.3190411459181
2022-09-16,q1,11.047052137311
2022-09-23,q1,11.1669849703232
2022-09-30,q1,13.0248422557404
2022-10-07,q1,13.101760926759
2022-10-14,q1,12.023108262824
2022-10-21,q1,11.5153437978363
2022-10-28,q1,13.52504414519
2022-11-04,q1,15.0278941745534
2022-11-11,q1,16.6150874153107
2022-11-18,q1,18.500628868593
2022-11-25,q1,18.7757872805903
2022-12-02,q1,18.3465725202311
2022-12-09,q1,18.0045481489881
2022-12-16,q1,17.8664689359018
2022-12-23,q1,17.8587557639704
2021-01-01,q2,15.3772230044747
2021-01-08,q2,15.7924578101556
2021-01-15,q2,16.5048947471733
2021-01-22,q2,18.3310966846101
2021-01-29,q2,18.1314731798101
2021-02-05,q2,17.2438180253037
2021-02-12,q2,20.4847225404471
2021-02-19,q2,22.3888998579424
2021-02-26,q2,21.3526310957018
2021-03-05,q2,19.0323103129068
2021-03-12,q2,15.2933150443753
2021-03-19,q2,14.6014135708787
2021-03-26,q2,15.091665604241
2021-04-02,q2,13.8078386023305
2021-04-09,q2,15.1662099223978
2021-04-16,q2,15.5243025243888
2021-04-23,q2,18.3741861846282
2021-04-30,q2,19.0949691051294
2021-05-07,q2,16.8998380565883
2021-05-14,q2,14.7048132272093
2021-05-21,q2,16.46469574337
2021-05-28,q2,18.0170159884495
2021-06-04,q2,18.3412383353774
2021-06-11,q2,16.0888501962064
2021-06-18,q2,14.91249926765
2021-06-25,q2,15.8303739308977
2021-07-02,q2,15.8540273791439
2021-07-09,q2,16.6302442486907
2021-07-16,q2,17.9382224350933
2021-07-23,q2,18.9136681257882
2021-07-30,q2,18.4002424237008
2021-08-06,q2,18.4600250607611
2021-08-13,q2,20.2893312020322
2021-08-20,q2,21.0555306026487
2021-08-27,q2,20.8898754530491
2021-09-03,q2,20.3913035638766
2021-09-10,q2,20.8290568791555
2021-09-17,q2,20.5360951320077
2021-09-24,q2,20.5321507166809
2021-10-01,q2,22.9919144377004
2021-10-08,q2,23.5575399991508
2021-10-15,q2,22.5551164747786
2021-10-22,q2,21.2048275699212
2021-10-29,q2,20.6719743611988
2021-11-05,q2,20.5696649279209
2021-11-12,q2,19.9632953273448
2021-11-19,q2,19.7046923856717
2021-11-26,q2,19.6500186106803
2021-12-03,q2,20.8708991424373
2021-12-10,q2,22.7260594729655
2021-12-17,q2,21.4952847264536
2021-12-24,q2,18.7012181952914
2021-12-31,q2,18.3200384860798
2022-01-07,q2,20.6964654428012
2022-01-14,q2,23.2464248767067
2022-01-21,q2,23.9410680240086
2022-01-28,q2,23.2977333293547
2022-02-04,q2,23.65615019191
2022-02-11,q2,23.7946604892364
2022-02-18,q2,23.2118107365414
2022-02-25,q2,21.8641699902455
2022-03-04,q2,21.4751812077928
2022-03-11,q2,19.7581368922778
2022-03-18,q2,20.0674319658658
2022-03-25,q2,21.7749774789454
2022-04-01,q2,22.3759755822041
2022-04-08,q2,21.6300191764135
2022-04-15,q2,20.6998032429172
2022-04-22,q2,21.1324059892222
2022-04-29,q2,24.0099227541693
2022-05-06,q2,23.0191037282169
2022-05-13,q2,21.9785984008824
2022-05-20,q2,23.8860248583746
2022-05-27,q2,25.2253454238204
2022-06-03,q2,24.4113164737862
2022-06-10,q2,24.2295373911948
2022-06-17,q2,22.8564049061294
2022-06-24,q2,25.2717890608817
2022-07-01,q2,24.0616450803978
2022-07-08,q2,24.1771416645061
2022-07-15,q2,23.150588832112
2022-07-22,q2,24.492469710579
2022-07-29,q2,28.347661677154
2022-08-05,q2,25.5720084209182
2022-08-12,q2,20.7503454271909
2022-08-19,q2,18.217239621676
2022-08-26,q2,21.7648666606626
2022-09-02,q2,20.5480700800858
2022-09-09,q2,21.3090150958227
2022-09-16,q2,20.592787811861
2022-09-23,q2,20.5515620023485
2022-09-30,q2,23.1514415391421
2022-10-07,q2,21.1418953130988
2022-10-14,q2,22.0262876576581
2022-10-21,q2,20.22219736929
2022-10-28,q2,22.6813029139091
2022-11-04,q2,23.8249414274419
2022-11-11,q2,26.9341410414791
2022-11-18,q2,28.4967384394036
2022-11-25,q2,29.7607827821179
2022-12-02,q2,27.3443623039627
2022-12-09,q2,25.8152994219887
2022-12-16,q2,29.2025104112584
2022-12-23,q2,28.0138626630652
